conversation,index,value,flag,timestamp
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! Welcome to our vibrant USIU-Africa community. Whether you're a student eager to explore new learning opportunities or a faculty member dedicated to academic excellence, I'm here to assist you with all things related to USIU-Africa. Let's dive into your questions about our programs,"", ""options"": null}]",0,,2025-04-19 07:56:44.908636
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! Welcome to our vibrant USIU-Africa community. Whether you're a student eager to explore new learning opportunities or a faculty member dedicated to academic excellence, I'm here to assist you with all things related to USIU-Africa. Let's dive into your questions about our programs,"", ""options"": null}]",0,,2025-04-19 07:56:46.437007
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm here to assist you with any questions or information you may need about USIU-Africa. Whether you're looking for details on academic programs, admissions, campus facilities, or anything else related to our vibrant university community, I'm here to help. Feel free to ask away!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Hi there"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello! How can I assist you with information about USIU-Africa today? Whether it's about admissions, academic programs, or campus facilities, feel free to ask your questions!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""What are the academic programs USIU offers?"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""USIU-Africa offers a diverse range of academic programs at both the undergraduate and graduate levels. Here's a brief overview:\n\n### Undergraduate Programs:\nUSIU-Africa provides a variety of undergraduate programs designed to equip students with essential skills and knowledge. These programs span several disciplines, such as:\n\n- **Business Administration**\n- **International Relations**\n- **Journalism**\n- **Psychology**\n- **Computer Science**\n- **Film Production and Directing**\n- **Criminal Justice**\n- **Hotel and Restaurant Management**\n\nFor a detailed list of all undergraduate programs and specific course offerings, you can visit the USIU-Africa undergraduate programs page [here](http://www.usiu.ac.ke/undergraduate-programs/).\n\n### Graduate Programs:\nUSIU-Africa also offers graduate programs for advanced study, including:\n\n- **Master of Business Administration (MBA)**\n- **Master of Science in Information Systems and Technology**\n- **Master of Arts in International Relations**\n- **Master of Arts in Psychology**\n- **Doctor of Business Administration (DBA)**\n\nEach program is designed to provide in-depth knowledge and practical skills relevant to today\u2019s global job market.\n\nFor more information on graduate programs, you can visit the official USIU-Africa website.\n\n### Conclusion:\nUSIU-Africa is committed to providing a comprehensive educational experience that combines theoretical and practical learning. The programs are structured to prepare students for successful careers and further studies in their chosen fields. If you have more specific questions about any program, feel free to ask or check out the detailed program listings on their website."", ""options"": null}]",4,Like,2025-04-23 11:05:03.023608
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm delighted to chat with you about all things related to USIU-Africa. Whether you have questions about our academic programs, admissions process, campus services, or any other institutional information, I'm here to help! Let's dive into your inquiries and explore what USIU-Africa has to offer."", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Hey there, I need some assistance on the facilities at USIU."", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""Certainly! USIU-Africa offers a range of facilities to support students, faculty, and staff. Here's a brief overview:\n\n### Campus Facilities at USIU-Africa\n\n1. **Academic Facilities:**\n   - **Library:** A well-equipped library with a vast collection of books, journals, and digital resources to support academic research and learning.\n   - **Computer Labs:** Several computer labs across campus to facilitate IT and computer-related coursework.\n\n2. **Health Services:**\n   - **Health Center:** Located at the Freidan Brown Student Center, the Level 3 Health Center provides primary healthcare, emergency services, and preventive health education.\n   - **Ambulance Services:** Available for on-campus emergencies [[1]](https://www.usiu.ac.ke).\n\n3. **Student Housing:**\n   - **On-Campus Housing:** Fully furnished double rooms with communal bathrooms, primarily for international students.\n   - **Off-Campus Housing:** Options like Qwetu Student Residences, offering proximity and various amenities [[2]](https://www.usiu.ac.ke).\n\n4. **Sports and Recreational Facilities:**\n   - **Sports Complex:** Includes facilities for various sports such as basketball, soccer, and swimming.\n   - **Fitness Center:** Equipped with gym equipment for student and staff use.\n\n5. **Dining and Leisure:**\n   - **Cafeterias and Restaurants:** Multiple dining options available to cater to diverse culinary preferences.\n   - **Student Center:** A hub for student activities and relaxation.\n\n6. **Other Facilities:**\n   - **Lecture Halls and Seminar Rooms:** State-of-the-art spaces for teaching and learning.\n   - **Auditorium:** Used for events, lectures, and performances.\n\n### Conclusion\n\nUSIU-Africa is committed to providing comprehensive facilities that enhance the educational experience and support the well-being of its community. If you need more detailed information or have specific questions about any of these facilities, feel free to let me know!\n\n### Citations\n\n1. [USIU-Africa Health Services](https://www.usiu.ac.ke)\n2. [USIU-Africa Housing and Residence Life](https://www.usiu.ac.ke)"", ""options"": null}]",2,Like,2025-04-29 09:23:28.663236
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm delighted to chat with you about all things related to USIU-Africa. Whether you have questions about our academic programs, admissions process, campus services, or any other institutional information, I'm here to help! Let's dive into your inquiries and explore what USIU-Africa has to offer."", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Hey there, I need some assistance on the facilities at USIU."", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""Certainly! USIU-Africa offers a range of facilities to support students, faculty, and staff. Here's a brief overview:\n\n### Campus Facilities at USIU-Africa\n\n1. **Academic Facilities:**\n   - **Library:** A well-equipped library with a vast collection of books, journals, and digital resources to support academic research and learning.\n   - **Computer Labs:** Several computer labs across campus to facilitate IT and computer-related coursework.\n\n2. **Health Services:**\n   - **Health Center:** Located at the Freidan Brown Student Center, the Level 3 Health Center provides primary healthcare, emergency services, and preventive health education.\n   - **Ambulance Services:** Available for on-campus emergencies [[1]](https://www.usiu.ac.ke).\n\n3. **Student Housing:**\n   - **On-Campus Housing:** Fully furnished double rooms with communal bathrooms, primarily for international students.\n   - **Off-Campus Housing:** Options like Qwetu Student Residences, offering proximity and various amenities [[2]](https://www.usiu.ac.ke).\n\n4. **Sports and Recreational Facilities:**\n   - **Sports Complex:** Includes facilities for various sports such as basketball, soccer, and swimming.\n   - **Fitness Center:** Equipped with gym equipment for student and staff use.\n\n5. **Dining and Leisure:**\n   - **Cafeterias and Restaurants:** Multiple dining options available to cater to diverse culinary preferences.\n   - **Student Center:** A hub for student activities and relaxation.\n\n6. **Other Facilities:**\n   - **Lecture Halls and Seminar Rooms:** State-of-the-art spaces for teaching and learning.\n   - **Auditorium:** Used for events, lectures, and performances.\n\n### Conclusion\n\nUSIU-Africa is committed to providing comprehensive facilities that enhance the educational experience and support the well-being of its community. If you need more detailed information or have specific questions about any of these facilities, feel free to let me know!\n\n### Citations\n\n1. [USIU-Africa Health Services](https://www.usiu.ac.ke)\n2. [USIU-Africa Housing and Residence Life](https://www.usiu.ac.ke)"", ""options"": null}]",0,Like,2025-04-29 09:23:31.908202
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm delighted to chat with you about all things related to USIU-Africa. Whether you have questions about our academic programs, admissions process, campus services, or any other institutional information, I'm here to help! Let's dive into your inquiries and explore what USIU-Africa has to offer."", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Hey there, I need some assistance on the facilities at USIU."", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""Certainly! USIU-Africa offers a range of facilities to support students, faculty, and staff. Here's a brief overview:\n\n### Campus Facilities at USIU-Africa\n\n1. **Academic Facilities:**\n   - **Library:** A well-equipped library with a vast collection of books, journals, and digital resources to support academic research and learning.\n   - **Computer Labs:** Several computer labs across campus to facilitate IT and computer-related coursework.\n\n2. **Health Services:**\n   - **Health Center:** Located at the Freidan Brown Student Center, the Level 3 Health Center provides primary healthcare, emergency services, and preventive health education.\n   - **Ambulance Services:** Available for on-campus emergencies [[1]](https://www.usiu.ac.ke).\n\n3. **Student Housing:**\n   - **On-Campus Housing:** Fully furnished double rooms with communal bathrooms, primarily for international students.\n   - **Off-Campus Housing:** Options like Qwetu Student Residences, offering proximity and various amenities [[2]](https://www.usiu.ac.ke).\n\n4. **Sports and Recreational Facilities:**\n   - **Sports Complex:** Includes facilities for various sports such as basketball, soccer, and swimming.\n   - **Fitness Center:** Equipped with gym equipment for student and staff use.\n\n5. **Dining and Leisure:**\n   - **Cafeterias and Restaurants:** Multiple dining options available to cater to diverse culinary preferences.\n   - **Student Center:** A hub for student activities and relaxation.\n\n6. **Other Facilities:**\n   - **Lecture Halls and Seminar Rooms:** State-of-the-art spaces for teaching and learning.\n   - **Auditorium:** Used for events, lectures, and performances.\n\n### Conclusion\n\nUSIU-Africa is committed to providing comprehensive facilities that enhance the educational experience and support the well-being of its community. If you need more detailed information or have specific questions about any of these facilities, feel free to let me know!\n\n### Citations\n\n1. [USIU-Africa Health Services](https://www.usiu.ac.ke)\n2. [USIU-Africa Housing and Residence Life](https://www.usiu.ac.ke)"", ""options"": null}]",0,,2025-04-29 09:23:36.693783
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm delighted to chat with you about all things related to USIU-Africa. Whether you have questions about our academic programs, admissions process, campus services, or any other institutional information, I'm here to help! Let's dive into your inquiries and explore what USIU-Africa has to offer."", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Hey there, I need some assistance on the facilities at USIU."", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""Certainly! USIU-Africa offers a range of facilities to support students, faculty, and staff. Here's a brief overview:\n\n### Campus Facilities at USIU-Africa\n\n1. **Academic Facilities:**\n   - **Library:** A well-equipped library with a vast collection of books, journals, and digital resources to support academic research and learning.\n   - **Computer Labs:** Several computer labs across campus to facilitate IT and computer-related coursework.\n\n2. **Health Services:**\n   - **Health Center:** Located at the Freidan Brown Student Center, the Level 3 Health Center provides primary healthcare, emergency services, and preventive health education.\n   - **Ambulance Services:** Available for on-campus emergencies [[1]](https://www.usiu.ac.ke).\n\n3. **Student Housing:**\n   - **On-Campus Housing:** Fully furnished double rooms with communal bathrooms, primarily for international students.\n   - **Off-Campus Housing:** Options like Qwetu Student Residences, offering proximity and various amenities [[2]](https://www.usiu.ac.ke).\n\n4. **Sports and Recreational Facilities:**\n   - **Sports Complex:** Includes facilities for various sports such as basketball, soccer, and swimming.\n   - **Fitness Center:** Equipped with gym equipment for student and staff use.\n\n5. **Dining and Leisure:**\n   - **Cafeterias and Restaurants:** Multiple dining options available to cater to diverse culinary preferences.\n   - **Student Center:** A hub for student activities and relaxation.\n\n6. **Other Facilities:**\n   - **Lecture Halls and Seminar Rooms:** State-of-the-art spaces for teaching and learning.\n   - **Auditorium:** Used for events, lectures, and performances.\n\n### Conclusion\n\nUSIU-Africa is committed to providing comprehensive facilities that enhance the educational experience and support the well-being of its community. If you need more detailed information or have specific questions about any of these facilities, feel free to let me know!\n\n### Citations\n\n1. [USIU-Africa Health Services](https://www.usiu.ac.ke)\n2. [USIU-Africa Housing and Residence Life](https://www.usiu.ac.ke)"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""When will the next semester start?"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""To determine the exact start date of the next semester at USIU-Africa, it's best to refer to the official academic calendar, which provides detailed schedules for the academic year, including semester start and end dates, registration periods, and holidays.\n\n### How to Find Semester Start Dates\n\n1. **USIU-Africa\u2019s Academic Calendar:** The calendar is typically available on the university's official website. It provides comprehensive information on the start and end dates for semesters, as well as important academic and extracurricular activities.\n\n2. **USIU-Africa Website:** You can visit the [USIU-Africa official website](https://www.usiu.ac.ke) and navigate to the academic calendar section for the most current and accurate information.\n\n3. **Registrar\u2019s Office:** For specific queries, contacting the Registrar\u2019s Office via email or phone can provide you with the needed information.\n\nIf you need further assistance in navigating these resources or have additional questions, feel free to ask!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Give me the exact link to the page where I can get the official academic calendar"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""You can access the official academic calendar for USIU-Africa directly through their website. Here is the link to the page where you can find the academic calendar: [USIU-Africa Academic Calendar](https://www.usiu.ac.ke/academic-calendar).\n\nThis page will provide you with the most updated information on semester dates, important academic deadlines, and other key events. If you have any trouble accessing the information, feel free to let me know!"", ""options"": null}]",6,Like,2025-04-29 09:36:07.431406
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm excited to assist you with any questions you have about USIU-Africa. Whether you're looking for information on academic programs, admissions, campus facilities, or anything else related to our university, I'm here to help. Let's make the most of our time together!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Which year was USIU founded?"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""USIU-Africa, known as the United States International University Africa, traces its origins back to 1969. Initially established in the United States, it expanded its reach to Nairobi, Kenya, becoming USIU-Africa, and has since grown into a prestigious institution offering a wide range of academic programs. If you need more details about its history or other aspects, feel free to ask!"", ""options"": null}]",2,Like,2025-04-29 12:47:58.176236
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm excited to assist you with any questions you have about USIU-Africa. Whether you're looking for information on academic programs, admissions, campus facilities, or anything else related to our university, I'm here to help. Let's make the most of our time together!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Which year was USIU founded?"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""USIU-Africa, known as the United States International University Africa, traces its origins back to 1969. Initially established in the United States, it expanded its reach to Nairobi, Kenya, becoming USIU-Africa, and has since grown into a prestigious institution offering a wide range of academic programs. If you need more details about its history or other aspects, feel free to ask!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Thank you."", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""You're welcome! If you have any more questions about USIU-Africa or need further information, don't hesitate to reach out. Enjoy your day!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""You too enjoy your day!"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""Thank you! \ud83d\ude0a If you think of any more questions about USIU-Africa in the future, feel free to come back. Have a wonderful day!"", ""options"": null}]",6,Like,2025-04-29 12:49:06.148357
"[{""role"": ""assistant"", ""metadata"": null, ""content"": ""Hello there from Nairobi, KE!! I'm excited to assist you with any questions you have about USIU-Africa. Whether you're looking for information on academic programs, admissions, campus facilities, or anything else related to our university, I'm here to help. Let's make the most of our time together!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Which year was USIU founded?"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""USIU-Africa, known as the United States International University Africa, traces its origins back to 1969. Initially established in the United States, it expanded its reach to Nairobi, Kenya, becoming USIU-Africa, and has since grown into a prestigious institution offering a wide range of academic programs. If you need more details about its history or other aspects, feel free to ask!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""Thank you."", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""You're welcome! If you have any more questions about USIU-Africa or need further information, don't hesitate to reach out. Enjoy your day!"", ""options"": null}, {""role"": ""user"", ""metadata"": null, ""content"": ""You too enjoy your day!"", ""options"": null}, {""role"": ""assistant"", ""metadata"": null, ""content"": ""Thank you! \ud83d\ude0a If you think of any more questions about USIU-Africa in the future, feel free to come back. Have a wonderful day!"", ""options"": null}]",4,Like,2025-04-29 12:49:10.741808
